ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_FORM	CLPA	CONCEPTICON_ID	GLOTTOLOG
257	Urdu	bird	pɾɪnd̪əh	p ɾ ɪ n d̪ ə h	1831	pɾɪnd̪əh	291 66 1110 107 371 1022 405	937	urdu1245
258	Catalan	bird	muʃo	m u ʃ o	3530	mu'ʃo	241 868 683 887	937	stan1289
259	Breton_ST	bird	laːbus	l aː b u s	2205	'la:bus	554 1004 257 868 89	937	bret1244
260	Spanish	bird	paxaɾo	p a x a ɾ o	3604	'paxaɾo	291 997 778 997 66 887	937	stan1288
261	Portuguese_ST	bird	pasɐɾu	p a s ɐ ɾ u	3638	ˈpasɐɾu	291 997 89 986 66 868	937	port1283
#
262	Armenian_Mod	bite	kəʦɛl	k ə ts ɛ l	2028	kəˈʦɛl	838 1022 15 1121 554	1403	nucl1235
263	Czech	bite	koʊ̯sat	k ou s a t	1220	koʊ̯sat	838 898 89 997 120	1403	czec1258
264	Breton_ST	bite	krɛːgĩn	k r ɛː ɡ ĩ n	975	'krɛ:gĩn	838 153 1117 831 1078 107	1403	bret1244
265	Catalan	bite	musəɣa	m u s ə ɣ a	1257	musəˈɣa	241 868 89 1022 780 997	1403	stan1289
266	Danish	bite	b̥iːðə	b̥ iː ð ə	187	ˈb̥iːðə	283 1068 419 1022	1403	dani1285
267	Dutch_List	bite	bɛitən	b ɛi t ə n	187	'bɛitə(n)	257 1143 120 1022 107	1403	dutc1256
268	English	bite	baɪt	b aɪ t	187	baɪt	257 1039 120	1403	stan1293
269	French	bite	mɔʀdʀ	m ɔ ʀ d ʀ	857	mɔʀdʀ	241 916 767 145 767	1403	stan1290
270	German	bite	baisn̩	b ai s n̩	187	'ba‿isn̩	257 1037 89 97	1403	stan1295
271	Greek_Mod	bite	ðaŋɡo̞no̞	ð a ŋ ɡ o̞ n o̞	1456	ðaˈ(ŋ)ɡo̞no̞	419 997 801 831 878 107 878	1403	mode1248
272	Italian	bite	mɔrdere	m ɔ r d e r e	857	'mɔrdere	241 916 153 145 1089 153 1089	1403	ital1282
273	Polish	bite	ɡrɨɕʨ	ɡ r ɨ ɕ tɕ	2028	ɡrɨɕʨ	831 153 983 204 200	1403	poli1260
274	Portuguese_ST	bite	muɾdeɾ	m u ɾ d e ɾ	857	muɾˈdeɾ	241 868 66 145 1089 66	1403	port1283
275	Russian	bite	kusatʲ	k u s a tʲ	1220	'kusatʲ	838 868 89 997 115	1403	russ1263
276	Spanish	bite	moɾðeɾ	m o ɾ ð e ɾ	857	moɾ'ðeɾ	241 887 66 419 1089 66	1403	stan1288
277	Swedish	bite	biːta	b iː t a	187	'bi:ta	257 1068 120 997	1403	swed1254
278	Bihari	bite	kaʈəb	k a ʈ ə b	1594	kaʈəb	838 997 717 1022 257	1403	mait1250
279	Oriya	bite	kamuɽ	k a m u ɽ	2472	kamuṛ-	838 997 241 868 703	1403	oriy1255
280	Urdu	bite	kɑʈnə	k ɑ ʈ n ə	1594	kɑʈnə	838 952 717 107 1022	1403	urdu1245
281	Catalan	bite	pika	p i k a	3531	pi'ka	291 1076 838 997	1403	stan1289
282	Breton_ST	bite	dãntã	d ã n t ã	1456	'dãntã	145 1014 107 120 1014	1403	bret1244
283	Marathi	bite	tsawa	t s a w a	755	'tsawa	120 89 997 462 997	1403	mara1378
#
284	Armenian_Mod	black	sɛv	s ɛ v	573	sɛv	89 1121 451	163	nucl1235
285	Czech	black	ʧɛrniː	tʃ ɛ r n iː	1111	tʃɛrniː	651 1121 153 107 1068	163	czec1258
286	Breton_ST	black	dyː	d yː	976	dyː	145 1049	163	bret1244
287	Catalan	black	nɛɣɾə	n ɛ ɣ ɾ ə	858	ˈnɛɣɾə, ˈneɣɾe	107 1121 780 66 1022	163	stan1289
288	Danish	black	sɒːd̥ʰ	s ɒː d̥ʰ	188	sɒ:d̥ʰ	89 901 118	163	dani1285
289	Dutch_List	black	zwɑrt	z w ɑ r t	188	zwɑrt	80 462 952 153 120	163	dutc1256
290	English	black	blæk	b l æ k	1343	blæk	257 554 1087 838	163	stan1293
291	French	black	nwaʀ	n w a ʀ	858	nwaʀ	107 462 997 767	163	stan1290
292	German	black	ʃwart͜s	ʃ w a r ts	188	ʃwart͜s	683 462 997 153 15	163	stan1295
293	Greek_Mod	black	mavro̞s	m a v r o̞ s	1457	ˈmavro̞s	241 997 451 153 878 89	163	mode1248
294	Italian	black	nero	n e r o	858	'nero	107 1089 153 887	163	ital1282
295	Marathi	black	kaɭa	k a ɭ a	756	'kaɭa	838 997 708 997	163	mara1378
296	Polish	black	ʧarnɨ	tʃ a r n ɨ	1111	ˈʧarnɨ	651 997 153 107 983	163	poli1260
297	Portuguese_ST	black	neɡɾu	n e ɡ ɾ u	858	'neɡɾu	107 1089 831 66 868	163	port1283
298	Russian	black	ʧernɨj	tʃ e r n ɨ j	1111	'tʃernɨj	651 1089 153 107 983 570	163	russ1263
299	Spanish	black	neɣɾo	n e ɣ ɾ o	858	'neɣɾo	107 1089 780 66 887	163	stan1288
300	Swedish	black	svart	s v a r t	188	svart, svaʈ	89 451 997 153 120	163	swed1254
301	Bihari	black	kari	k a r i	756	kari	838 997 153 1076	163	mait1250
302	Oriya	black	kɔɭa	k ɔ ɭ a	756	kɔḷa	838 916 708 997	163	oriy1255
303	Urdu	black	kɑlə	k ɑ l ə	756	kɑlə	838 952 554 1022	163	urdu1245
304	Portuguese_ST	black	pɾetu	p ɾ e t u	2473	ˈpɾetu	291 66 1089 120 868	163	port1283
#
305	Armenian_Mod	blood	ɑɾɪ̯un	ɑ ɾ i u n	574	ɑˈɾɪ̯un	952 66 1076 868 107	946	nucl1235
306	Czech	blood	krɛf	k r ɛ f	1112	krɛf	838 153 1121 452	946	czec1258
307	German	blood	bluːt	b l uː t	189	blu:t	257 554 860 120	946	stan1295
308	Breton_ST	blood	gwaːt	ɡ w aː t	977	gwa:t	831 462 1004 120	946	bret1244
309	Catalan	blood	saŋ	s a ŋ	859	saŋ	89 997 801	946	stan1289
310	Danish	blood	b̥loð	b̥ l o ð	189	b̥loð	283 554 887 419	946	dani1285
311	Dutch_List	blood	blut	b l u t	189	blut	257 554 868 120	946	dutc1256
312	English	blood	blʌd	b l ʌ d	189	blʌd	257 554 960 145	946	stan1293
313	French	blood	sɑ̃	s ɑ̃	859	sɑ̃	89 951	946	stan1290
314	Greek_Mod	blood	e̞ma	e̞ m a	1458	ˈe̞ma	1106 241 997	946	mode1248
315	Italian	blood	sangwe	s a n ɡ w e	859	'sangwe	89 997 107 831 462 1089	946	ital1282
316	Marathi	blood	ɾəktə	ɾ ə k t ə	757	'ɾəktə	66 1022 838 120 1022	946	mara1378
317	Polish	blood	krɛf	k r ɛ f	1112	krɛf	838 153 1121 452	946	poli1260
318	Portuguese_ST	blood	sɐ̃ɣɨ	s ɐ̃ ɣ ɨ	859	ˈsɐ̃ɣɨ	89 987 780 983	946	port1283
319	Russian	blood	krovʲ	k r o vʲ	1112	krovʲ	838 153 887 434	946	russ1263
320	Spanish	blood	saŋɡɾe	s a ŋ ɡ ɾ e	859	'saŋɡɾe	89 997 801 831 66 1089	946	stan1288
321	Swedish	blood	bluːd	b l uː d	189	blu:d	257 554 860 145	946	swed1254
322	Bihari	blood	sonit	s o n i t	3401	sonit	89 887 107 1076 120	946	mait1250
323	Oriya	blood	rɔktɔ	r ɔ k t ɔ	757	rɔktɔ	153 916 838 120 916	946	oriy1255
324	Urdu	blood	χun	χ u n	687	χun	748 868 107	946	urdu1245
#
325	Armenian_Mod	blow	pʰəʧʰɛl	pʰ ə tʃʰ ɛ l	575	pʰəˈʧʰɛl	264 1022 661 1121 554	175	nucl1235
326	Czech	blow	foʊ̯kat	f ou k a t	575	foʊ̯kat	452 898 838 997 120	175	czec1258
327	German	blow	veːən	v eː ə n	1662	've:ən	451 1091 1022 107	175	stan1295
328	Greek_Mod	blow	fiso̞	f i s o̞	575	fiˈso̞	452 1076 89 878	175	mode1248
329	Italian	blow	soffjare	s o fː j a r e	190	sof'fjare	89 887 444 570 997 153 1089	175	ital1282
330	Portuguese_ST	blow	supɾaɾ	s u p ɾ a ɾ	190	suˈpɾaɾ	89 868 291 66 997 66	175	port1283
331	Russian	blow	dutʲ	d u tʲ	2567	dutʲ	145 868 115	175	russ1263
332	Spanish	blow	soplaɾ	s o p l a ɾ	190	so'plaɾ	89 887 291 554 997 66	175	stan1288
333	Swedish	blow	bloːsa	b l oː s a	190	'blo:sa	257 554 880 89 997	175	swed1254
334	Catalan	blow	bufa	b u f a	190	bu'fa	257 868 452 997	175	stan1289
335	Breton_ST	blow	xweːzã	x w eː z ã	978	'xwe:zã	778 462 1091 80 1014	175	bret1244
336	Danish	blow	b̥lɛːsə	b̥ l ɛː s ə	190	ˈb̥lεːsə	283 554 1117 89 1022	175	dani1285
337	Dutch_List	blow	wayən	w a j ə n	1662	'wayə(n)	462 997 570 1022 107	175	dutc1256
338	English	blow	bləʊ	b l əu	190	bləʊ	257 554 1036	175	stan1293
339	French	blow	sufle	s u f l e	190	sufle	89 868 452 554 1089	175	stan1290
340	Bihari	blow	pʰukəb	pʰ u k ə b	575	phukəb	264 868 838 1022 257	175	mait1250
341	Bihari	blow	surkəb	s u r k ə b	3402	surkəb	89 868 153 838 1022 257	175	mait1250
342	Bihari	blow	hawa#bəhəb	h a w a _ b ə h ə b	1662	hawa bəhəb	405 997 462 997 1190 257 1022 405 1022 257	175	mait1250
343	Oriya	blow	bohiba	b o h i b a	1662	bohiba	257 887 405 1076 257 997	175	oriy1255
344	Urdu	blow	pʰuːknə	pʰ uː k n ə	575	pʰũknə	264 860 838 107 1022	175	urdu1245
345	Dutch_List	blow	blazən	b l a z ə n	190	'blazə(n)	257 554 997 80 1022 107	175	dutc1256
346	Polish	blow	dmuxaʨ	d m u x a tɕ	3546	ˈdmuxaʨ	145 241 868 778 997 200	175	poli1260
347	Marathi	blow	uɖɳe	u ɖ ɳ e	2567	uɖ'ɳe	868 721 711 1089	175	mara1378
#
348	Czech	bone	kost	k o s t	1114	kost	838 887 89 120	1394	czec1258
349	Armenian_Mod	bone	voskoɾ	v o s k o ɾ	519	vosˈkoɾ	451 887 89 838 887 66	1394	nucl1235
350	Breton_ST	bone	askɔrn	a s k ɔ r n	519	ˈaskɔrn	997 89 838 916 153 107	1394	bret1244
351	Catalan	bone	ɔs	ɔ s	519	ɔs	916 89	1394	stan1289
352	Danish	bone	b̥en	b̥ e n	191	b̥en	283 1089 107	1394	dani1285
353	Dutch_List	bone	ben	b e n	3400	ben, bɔt	257 1089 107	1394	dutc1256
354	English	bone	bəʊn	b əu n	191	bəʊn	257 1036 107	1394	stan1293
355	French	bone	ɔs	ɔ s	519	ɔs	916 89	1394	stan1290
356	German	bone	knɔxn̩	k n ɔ x n̩	1440	'knɔxn̩	838 107 916 778 97	1394	stan1295
357	Greek_Mod	bone	ko̞kalo̞	k o̞ k a l o̞	1459	ˈko̞kaˌlo̞	838 878 838 997 554 878	1394	mode1248
358	Italian	bone	ɔsso	ɔ sː o	519	'ɔsso	916 72 887	1394	ital1282
359	Marathi	bone	haɖ	h a ɖ	11	haɖ	405 997 721	1394	mara1378
360	Polish	bone	kɔɕʨ	k ɔ ɕ tɕ	1114	kɔɕʨ	838 916 204 200	1394	poli1260
361	Portuguese_ST	bone	osu	o s u	519	ˈosu	887 89 868	1394	port1283
362	Russian	bone	kostʲ	k o s tʲ	1114	kostʲ	838 887 89 115	1394	russ1263
363	Spanish	bone	weso	w e s o	519	'weso	462 1089 89 887	1394	stan1288
364	Swedish	bone	beːn	b eː n	191	beːn	257 1091 107	1394	swed1254
365	Bihari	bone	həɖɖi	h ə ɖː i	11	həɖɖi	405 1022 713 1076	1394	mait1250
366	Oriya	bone	haɖɔ	h a ɖ ɔ	11	haḍɔ	405 997 721 916	1394	oriy1255
367	Urdu	bone	həɖːi	h ə ɖː i	11	həɖːi	405 1022 713 1076	1394	urdu1245
368	Dutch_List	bone	ɣrat	ɣ r a t	191	ɣrat	780 153 997 120	1394	dutc1256
#
369	Bihari	breast	cuci	c u c i	2475	cuci	606 868 606 1076	1402	mait1250
370	Oriya	breast	dud	d u d	2474	dud	145 868 145	1402	oriy1255
371	Urdu	breast	pɪstɑn	p ɪ s t ɑ n	2217	pɪstɑn, sinə	291 1110 89 120 952 107	1402	urdu1245
372	Italian	breast	poppa	p o pː a	2210	'poppa	291 887 262 997	1402	ital1282
373	Italian	breast	mammɛlla	m a mː ɛ lː a	2209	mam'mɛlla	241 997 244 1121 545 997	1402	ital1282
374	French	breast	sɛ̃	s ɛ̃	2216	sɛ̃	89 1123	1402	stan1290
375	Polish	breast	pʲɛrɕ	pʲ ɛ r ɕ	2212	pʲɛrɕ	273 1121 153 204	1402	poli1260
376	Russian	breast	grudʲ	ɡ r u dʲ	2213	'grudʲ	831 153 868 129	1402	russ1263
377	Greek_Mod	breast	stiθo̞s	s t i θ o̞ s	2217	ˈstiθo̞s	89 120 1076 417 878 89	1402	mode1248
378	French	breast	mamɛl	m a m ɛ l	2209	mamɛl	241 997 241 1121 554	1402	stan1290
379	French	breast	tetɔ̃	t e t ɔ̃	3151	tetɔ̃	120 1089 120 915	1402	stan1290
380	Italian	breast	tetta	t e tː a	3151	'tetta	120 1089 130 997	1402	ital1282
381	Armenian_Mod	breast	kuɾʦkʰ	k u ɾ ts kʰ	3598	kuɾʦkʰ	838 868 66 15 820	1402	nucl1235
382	Spanish	breast	peʧo	p e tʃ o	3618	'peʧo	291 1089 651 887	1402	stan1288
#
383	Armenian_Mod	breathe	ʃənʧʰɛl	ʃ ə n tʃʰ ɛ l	2569	ʃənˈʧʰɛl	683 1022 107 661 1121 554	1407	nucl1235
384	Czech	breathe	diːxat	d iː x a t	1115	diːxat	145 1068 778 997 120	1407	czec1258
385	Breton_ST	breathe	ãnaːlat	ã n aː l a t	860	ã'na:lat	1014 107 1004 554 997 120	1407	bret1244
386	Catalan	breathe	ələna	ə l ə n a	860	ələ'na	1022 554 1022 107 997	1407	stan1289
387	Danish	breathe	ʌnə	ʌ n ə	860	ˈʌnə	960 107 1022	1407	dani1285
388	Dutch_List	breathe	adəmən	a d ə m ə n	192	'adəmə(n)	997 145 1022 241 1022 107	1407	dutc1256
389	English	breathe	briːð	b r iː ð	2573	bri:ð	257 153 1068 419	1407	stan1293
390	French	breathe	ʀɛspiʀe	ʀ ɛ s p i ʀ e	2571	ʀɛspiʀe	767 1121 89 291 1076 767 1089	1407	stan1290
391	German	breathe	aːtmən	aː t m ə n	192	'a:tmən	1004 120 241 1022 107	1407	stan1295
392	Greek_Mod	breathe	anapne̞o̞	a n a p n e̞ o̞	1460	anaˈpne̞ˌo̞	997 107 997 291 107 1106 878	1407	mode1248
393	Italian	breathe	respirare	r e s p i r a r e	2571	respi'rare	153 1089 89 291 1076 153 997 153 1089	1407	ital1282
394	Marathi	breathe	ʃwas#gʱeɳe	ʃ w a s _ ɡ̤ e ɳ e	576	ʃwas 'gʱeɳe	683 462 997 89 1190 835 1089 711 1089	1407	mara1378
395	Polish	breathe	ɔddixaʨ	ɔ dː i x a tɕ	1115	ɔdˈdixaʨ	916 133 1076 778 997 200	1407	poli1260
396	Portuguese_ST	breathe	ɾɨʃpiɾaɾ	ɾ ɨ ʃ p i ɾ a ɾ	2571	ɾɨʃpiˈɾaɾ	66 983 683 291 1076 66 997 66	1407	port1283
397	Russian	breathe	duʃatʲ	d u ʃ a tʲ	1115	'duʃatʲ	145 868 683 997 115	1407	russ1263
398	Spanish	breathe	respiɾaɾ	r e s p i ɾ a ɾ	2571	respi'ɾaɾ	153 1089 89 291 1076 66 997 66	1407	stan1288
399	Swedish	breathe	andas	a n d a s	860	'andas	997 107 145 997 89	1407	swed1254
400	Bihari	breathe	sãs#pʰerəb	s ã s _ pʰ e r ə b	576	sãs pherəb	89 1014 89 1190 264 1089 153 1022 257	1407	mait1250
401	Oriya	breathe	nisvasɔ#neba	n i s v a s ɔ _ n e b a	3409	nisvasɔ neba	107 1076 89 451 997 89 916 1190 107 1089 257 997	1407	oriy1255
402	Urdu	breathe	sɑ̃s#lenə	s ɑ̃ s _ l e n ə	576	sɑ̃s lenə	89 951 89 1190 554 1089 107 1022	1407	urdu1245
403	Swedish	breathe	leːva	l eː v a	3564	'le:va	554 1091 451 997	1407	swed1254
#
404	Armenian_Mod	burn	ɑɪ̯ɾvɛl	ai ɾ v ɛ l	577	ɑɪ̯ɾˈvɛl	1037 66 451 1121 554	2102	nucl1235
405	Czech	burn	hor̝ɛt	h o r ɛ t	2243	hor̝ɛt	405 887 153 1121 120	2102	czec1258
406	Breton_ST	burn	dɛːvĩ	d ɛː v ĩ	1101	'dɛ:vĩ	145 1117 451 1078	2102	bret1244
407	Catalan	burn	krəma	k r ə m a	2242	krə'ma	838 153 1022 241 997	2102	stan1289
408	Danish	burn	b̥ʁanə	b̥ ʁ a n ə	193	ˈb̥ʁanə	283 739 997 107 1022	2102	dani1285
409	Dutch_List	burn	brɑndən	b r ɑ n d ə n	193	'brɑndə(n)	257 153 952 107 145 1022 107	2102	dutc1256
410	English	burn	bɜːn	b ɜː n	193	bɜ:n	257 1017 107	2102	stan1293
411	French	burn	bʀyle	b ʀ y l e	3152	bʀyle	257 767 1047 554 1089	2102	stan1290
412	German	burn	brɛnən	b r ɛ n ə n	193	'brɛnən	257 153 1121 107 1022 107	2102	stan1295
413	Greek_Mod	burn	ce̞o̞	c e̞ o̞	1461	ˈce̞ˌo̞	606 1106 878	2102	mode1248
414	Italian	burn	ardere	a r d e r e	1389	'ardere	997 153 145 1089 153 1089	2102	ital1282
415	Marathi	burn	dzəɭɳe	d z ə ɭ ɳ e	758	'dzəɭɳe, 'dzaɭɳe	145 80 1022 708 711 1089	2102	mara1378
416	Polish	burn	paʎiʨ#ɕɛ	p a ʎ i tɕ _ ɕ ɛ	2241	ˈpaʎiʨ ɕɛ	291 997 588 1076 200 1190 204 1121	2102	poli1260
417	Portuguese_ST	burn	ɐɾdeɾ	ɐ ɾ d e ɾ	1389	ɐɾˈdeɾ	986 66 145 1089 66	2102	port1283
418	Russian	burn	gorʲetʲ	ɡ o rʲ e tʲ	2243	go'rʲetʲ	831 887 164 1089 115	2102	russ1263
419	Swedish	burn	brɛna	b r ɛ n a	193	'brɛna	257 153 1121 107 997	2102	swed1254
420	Bihari	burn	jərəb	j ə r ə b	758	jərəb	570 1022 153 1022 257	2102	mait1250
421	Oriya	burn	jɔɭ	j ɔ ɭ	758	jɔḷ-	570 916 708	2102	oriy1255
422	Oriya	burn	poɽ	p o ɽ	2478	poṛ-	291 887 703	2102	oriy1255
423	Urdu	burn	ʤəlnɑ	dʒ ə l n ɑ	758	ʤəlnɑ	655 1022 554 107 952	2102	urdu1245
424	Italian	burn	bruʧare	b r u tʃ a r e	3152	bru'tʃare	257 153 868 651 997 153 1089	2102	ital1282
425	Dutch_List	burn	ɣlujən	ɣ l u j ə n	3594	'ɣlujə(n)	780 554 868 570 1022 107	2102	dutc1256
426	Armenian_Mod	burn	vɑrvel	v ɑ r v e l	577	vɑrˈvel	451 952 153 451 1089 554	2102	nucl1235
427	Spanish	burn	kemaɾ	k e m a ɾ	2242	ke'maɾ	838 1089 241 997 66	2102	stan1288
#
428	Czech	child	ɟiːcɛ	ɟ iː c ɛ	1116	ɟiːcɛ	609 1068 606 1121	2099	czec1258
429	Danish	child	b̥ɑn	b̥ ɑ n	1307	b̥ɑn	283 952 107	2099	dani1285
430	Dutch_List	child	kɪnt	k ɪ n t	194	kɪnt	838 1110 107 120	2099	dutc1256
431	English	child	ʧaɪld	tʃ aɪ l d	2223	tʃaɪld	651 1039 554 145	2099	stan1293
432	French	child	ɑ̃fɑ̃	ɑ̃ f ɑ̃	1390	ɑ̃fɑ̃	951 452 951	2099	stan1290
433	German	child	kɪnt	k ɪ n t	194	kɪnt	838 1110 107 120	2099	stan1295
434	Greek_Mod	child	pe̞ði	p e̞ ð i	1462	pe̞ˈði	291 1106 419 1076	2099	mode1248
435	Italian	child	fanʧullo	f a n tʃ u lː o	1390	fan'tʃullo	452 997 107 651 868 545 887	2099	ital1282
436	Marathi	child	mul	m u l	3403	mul	241 868 554	2099	mara1378
437	Polish	child	ʥɛʦkɔ	dʑ ɛ ts k ɔ	1116	ˈʥɛʦkɔ	197 1121 15 838 916	2099	poli1260
438	Russian	child	rʲebʲonok	rʲ e bʲ o n o k	1116	rʲe'bʲonok	164 1089 266 887 107 887 838	2099	russ1263
439	Spanish	child	niɲo	n i ɲ o	1258	'niɲo	107 1076 595 887	2099	stan1288
440	Swedish	child	bɑːrn	b ɑː r n	1307	bɑːrn	257 954 153 107	2099	swed1254
441	Breton_ST	child	byːgɛl	b yː ɡ ɛ l	980	'by:gɛl	257 1049 831 1121 554	2099	bret1244
442	Catalan	child	kriəturə	k r iə t u r ə	861	kriə'turə	838 153 1139 120 868 153 1022	2099	stan1289
443	Oriya	child	pila	p i l a	3416	pila	291 1076 554 997	2099	oriy1255
444	Oriya	child	baɭɔk	b a ɭ ɔ k	1802	baḷɔk	257 997 708 916 838	2099	oriy1255
445	Oriya	child	cʰua	cʰ ua	2576	chua	604 930	2099	oriy1255
446	Urdu	child	bəʧəh	b ə tʃ ə h	759	bəʧəh	257 1022 651 1022 405	2099	urdu1245
447	Italian	child	bambino	b a m b i n o	3535	bam'bino	257 997 241 257 1076 107 887	2099	ital1282
448	Catalan	child	nɛn	n ɛ n	1258	nɛn, niŋ	107 1121 107	2099	stan1289
449	Armenian_Mod	child	jɛɾɛχɑ	j ɛ ɾ ɛ χ ɑ	3556	jɛɾɛˈχɑ	570 1121 66 1121 748 952	2099	nucl1235
450	Portuguese_ST	child	kɾiɐ̃sɐ	k ɾ i ɐ̃ s ɐ	861	kɾiˈɐ̃sɐ	838 66 1076 987 89 986	2099	port1283
451	Catalan	child	nɔi	n ɔi	1258	nɔi	107 938	2099	stan1289
#
452	Armenian_Mod	cloud	ɑmp	ɑ m p	579	ɑmp	952 241 291	1489	nucl1235
453	Czech	cloud	oblak	o b l a k	1117	oblak	887 257 554 997 838	1489	czec1258
454	Breton_ST	cloud	kũmul	k ũ m u l	981	'kũmul	838 866 241 868 554	1489	bret1244
455	Catalan	cloud	nuβul	n u β u l	862	'nußul	107 868 227 868 554	1489	stan1289
456	Danish	cloud	sg̥ʰy	s ɡ̥ʰ y	1308	sg̥ʰy	89 812 1047	1489	dani1285
457	Dutch_List	cloud	wɔlk	w ɔ l k	195	wɔlk	462 916 554 838	1489	dutc1256
458	English	cloud	klaʊd	k l aʊ d	3404	klaʊd	838 554 1035 145	1489	stan1293
459	French	cloud	nyaʒ	n y a ʒ	862	nyaʒ	107 1047 997 685	1489	stan1290
460	German	cloud	vɔlkə	v ɔ l k ə	195	'vɔlkə	451 916 554 838 1022	1489	stan1295
461	Greek_Mod	cloud	sine̞fo̞	s i n e̞ f o̞	579	ˈsine̞ˌfo̞	89 1076 107 1106 452 878	1489	mode1248
462	Italian	cloud	nuvola	n u v o l a	862	'nuvola, 'nube	107 868 451 887 554 997	1489	ital1282
463	Marathi	cloud	ɖʱag	ɖ̤ a ɡ	3405	ɖʱag	714 997 831	1489	mara1378
464	Polish	cloud	xmura	x m u r a	1222	ˈxmura	778 241 868 153 997	1489	poli1260
465	Portuguese_ST	cloud	nuvɐ̃j	n u v ɐ̃ j	862	ˈnuvɐ̃j	107 868 451 987 570	1489	port1283
466	Russian	cloud	oblako	o b l a k o	3406	'oblako	887 257 554 997 838 887	1489	russ1263
467	Spanish	cloud	nuβe	n u β e	862	'nuβe	107 868 227 1089	1489	stan1288
468	Swedish	cloud	ʃyː	ʃ yː	1308	ʃy:	683 1049	1489	swed1254
469	Bihari	cloud	megʱ	m e ɡ̤	760	megh	241 1089 835	1489	mait1250
470	Oriya	cloud	megʱɔ	m e ɡ̤ ɔ	760	meghɔ	241 1089 835 916	1489	oriy1255
471	Urdu	cloud	bɑd̪əl	b ɑ d̪ ə l	1596	bɑd̪əl	257 952 371 1022 554	1489	urdu1245
472	Swedish	cloud	moːln	m oː l n	2244	mo:ln	241 880 554 107	1489	swed1254
#
473	Armenian_Mod	cold	ʦʰuɾt	tsʰ u ɾ t	14	ʦʰuɾt	13 868 66 120	1287	nucl1235
474	Czech	cold	stʊdɛni	s t ʊ d ɛ n i	2485	stʊdɛni	89 120 904 145 1121 107 1076	1287	czec1258
475	Breton_ST	cold	jẽːn	j ẽː n	982	jẽ:n	570 1096 107	1287	bret1244
476	Catalan	cold	fɾɛt	f ɾ ɛ t	863	fɾɛt, fret	452 66 1121 120	1287	stan1289
477	Danish	cold	g̥ʰʌl	ɡ̥ʰ ʌ l	196	g̥ʰʌl	812 960 554	1287	dani1285
478	Dutch_List	cold	kɑut	k au t	196	kɑut	838 1033 120	1287	dutc1256
479	English	cold	kəʊld	k əu l d	196	kəʊld	838 1036 554 145	1287	stan1293
480	French	cold	fʀwɑ	f ʀ w ɑ	863	fʀwɑ	452 767 462 952	1287	stan1290
481	German	cold	kalt	k a l t	196	kalt	838 997 554 120	1287	stan1295
482	Greek_Mod	cold	krio̞s	k r i o̞ s	1463	ˈkriˌo̞s	838 153 1076 878 89	1287	mode1248
483	Italian	cold	freddo	f r e dː o	863	'freddo	452 153 1089 133 887	1287	ital1282
484	Marathi	cold	tʰaɳɖiː	tʰ a ɳ ɖ iː	761	'tʰaɳɖi:	138 997 711 721 1068	1287	mara1378
485	Polish	cold	ʑimnɔ	ʑ i m n ɔ	2245	ˈʑimnɔ	203 1076 241 107 916	1287	poli1260
486	Portuguese_ST	cold	fɾiu	f ɾ i u	863	ˈfɾiu	452 66 1076 868	1287	port1283
487	Russian	cold	xolodnɨj	x o l o d n ɨ j	1118	xo'lodnɨj	778 887 554 887 145 107 983 570	1287	russ1263
488	Spanish	cold	fɾio	f ɾ i o	863	'fɾio	452 66 1076 887	1287	stan1288
489	Swedish	cold	kal	k a l	196	kal	838 997 554	1287	swed1254
490	Bihari	cold	ʈʰəndʱa	ʈʰ ə n d̤ a	761	ʈhəndha	725 1022 107 119 997	1287	mait1250
491	Oriya	cold	tʰɔɳɖa	tʰ ɔ ɳ ɖ a	761	thɔṇḍa	138 916 711 721 997	1287	oriy1255
492	Urdu	cold	səɾd̪	s ə ɾ d̪	761	səɾd̪, ʈʰə̃ɖɑ	89 1022 66 371	1287	urdu1245
493	Czech	cold	xladni	x l a d n i	1118	xladni	778 554 997 145 107 1076	1287	czec1258
#
494	Armenian_Mod	come	gɑl	ɡ ɑ l	580	gɑl	831 952 554	1446	nucl1235
495	Czech	come	pr̝ɪjiːt	p r ɪ j iː t	1119	pr̝̊ɪjiːt	291 153 1110 570 1068 120	1446	czec1258
496	French	come	vəniʀ	v ə n i ʀ	197	vəniʀ	451 1022 107 1076 767	1446	stan1290
497	Breton_ST	come	dɔ̃nt	d ɔ̃ n t	983	dɔ̃nt	145 915 107 120	1446	bret1244
498	Catalan	come	bəni	b ə n i	197	bə'ni	257 1022 107 1076	1446	stan1289
499	Danish	come	g̥ʰʌmə	ɡ̥ʰ ʌ m ə	197	ˈg̥ʰʌmə	812 960 241 1022	1446	dani1285
500	Dutch_List	come	komən	k o m ə n	197	'komə(n)	838 887 241 1022 107	1446	dutc1256
501	English	come	kʌm	k ʌ m	197	kʌm	838 960 241	1446	stan1293
502	German	come	kɔmən	k ɔ m ə n	197	'kɔmən	838 916 241 1022 107	1446	stan1295
503	Greek_Mod	come	e̞rxo̞me̞	e̞ r x o̞ m e̞	1464	ˈe̞rxo̞ˌme̞	1106 153 778 878 241 1106	1446	mode1248
504	Italian	come	venire	v e n i r e	197	ve'nire	451 1089 107 1076 153 1089	1446	ital1282
