ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_COGNATE_CLASS	PARTIAL	PARTIALID	CLPA	CONCEPTICON_ID	GLOTTOLOG
1225	Meixian	boy	se⁵³a⁴⁴ko⁴⁴e	s e ⁵³ a ⁴⁴ k o ⁴⁴ e	824	细阿哥儿	细阿哥儿	610 611 612 613	89 1089 1185 997 1178 838 887 1178 1089	1366	hakk1236
1226	Changsha	boy	ŋa¹³ʦɿ	ŋ a ¹³ ts ɿ	826	伢子	伢子	614 615	801 997 1168 15 945	1366	xian1251
1227	Guiyang	boy	lan²¹wa²¹wa⁵⁵	l a n ²¹ w a ²¹ w a ⁵⁵	829	男娃娃	男娃娃	616 617 617	554 997 107 1152 462 997 1152 462 997 1189	1366	mand1415
1228	Guiyang	boy	ɕjao⁴²lan²¹sen⁵⁵	ɕ j a o ⁴² l a n ²¹ s e n ⁵⁵	837	小男生	小男生	618 616 619	204 570 997 887 1175 554 997 107 1152 89 1089 107 1189	1366	mand1415
1229	Xiamen	boy	ta²²pɔ⁵⁵kin⁵³na⁵³	t a ²² p ɔ ⁵⁵ k i n ⁵³ n a ⁵³	843	丈夫囝仔	丈夫囝仔	620 621 622 623	120 997 1150 291 916 1189 838 1076 107 1185 107 997 1185	1366	minn1241
1230	Hefei	boy	ɕjɔ²⁴sɿ	ɕ j ɔ ²⁴ s ɿ	839	小厮	小厮	618 624	204 570 916 1156 89 945	1366	mand1415
1231	Jinan	boy	ɕjɔ⁵⁵ʦɿ	ɕ j ɔ ⁵⁵ ts ɿ	835	小子	小子	618 615	204 570 916 1189 15 945	1366	mand1415
1232	Jinan	boy	ɕjɔ⁵⁵ɕjɔr⁵⁵	ɕ j ɔ ⁵⁵ ɕ j ɔ r ⁵⁵	838	小小儿	小小	618 618	204 570 916 1189 204 570 916 153 1189	1366	mand1415
1233	Hangzhou	boy	nᴇ̃²¹³ɦjɑ²¹³əl²¹³	n ɛ̃ ∼ ²¹³ ɦ j ɑ ²¹³ ə l ²¹³	827	男伢儿	男伢儿	616 614 613	107 1123 1191 1154 401 570 952 1154 1022 554 1154	1366	wuch1236
1234	Guangzhou	boy	nam²¹ʦɐj³⁵	n a m ²¹ ts ɐ j ³⁵	831	男仔	男仔	616 623	107 997 241 1152 15 986 570 1165	1366	yuec1235
1235	Nanchang	boy	lan⁴⁵ʦaj⁰⁴ʦɿ⁰⁴	l a n ⁴⁵ ts a j ⁰⁴ ts ɿ ⁰⁴	832	男崽子	男崽子	616 625 615	554 997 107 1181 15 997 570 1173 15 945 1173	1366	ganc1239
1236	Nanchang	boy	ʦaj²¹³liʔ⁰⁴ʦɿ⁰⁴	ts a j ²¹³ l i ʔ ⁰⁴ ts ɿ ⁰⁴	844	崽立子	崽立子	625 626 615	15 997 570 1154 554 1076 409 1173 15 945 1173	1366	ganc1239
1237	Chengdu	boy	nan³¹wa³¹ʦɿ⁵³	n a n ³¹ w a ³¹ ts ɿ ⁵³	828	男娃子	男娃子	616 617 615	107 997 107 1162 462 997 1162 15 945 1185	1366	mand1415
1238	Taoyuan	boy	næ̃¹¹va¹¹va¹¹	n æ̃ ∼ ¹¹ v a ¹¹ v a ¹¹	829	男娃娃	男娃娃	616 617 617	107 1086 1191 1169 451 997 1169 451 997 1169	1366	hakk1236
1239	Taoyuan	boy	ɕjaw⁵³ʦəʔʨja¹¹	ɕ j a w ⁵³ ts ə ʔ ⁰ tɕ j a ¹¹	836	小子家	小子家	618 615 627	204 570 997 462 1185 15 1022 409 1171 200 570 997 1169	1366	hakk1236
1240	Taoyuan	boy	ɕjaw⁵³xəw⁴⁵səŋ¹¹	ɕ j a w ⁵³ x ə w ⁴⁵ s ə ŋ ¹¹	841	小后生	小后生	618 628 619	204 570 997 462 1185 778 1022 462 1181 89 1022 801 1169	1366	hakk1236
1241	Shexian	boy	sjɔ³⁵ka	s j ɔ ³⁵ k a	840	小家	小家	618 627	89 570 916 1165 838 997	1366	hui1242
1242	Shexian	boy	sjɔ	s j ɔ	834	小	小	618	89 570 916	1366	hui1242
1243	Shexian	boy	sjɔ³⁵kwe³⁵ti³²⁴	s j ɔ ³⁵ k w e ³⁵ t i ³²⁴	842	小鬼蒂	小鬼蒂	618 629 630	89 570 916 1165 838 462 1089 1165 120 1076 1160	1366	hui1242
1244	Beijing	boy	nan³⁵xar	n a n ³⁵ x a r	833	男孩儿	男孩	616 631	107 997 107 1165 778 997 153	1366	mand1415
1245	Beijing	boy	ɕjɑwiɑu²¹⁴ʦɿ⁴	ɕ j ɑ w ²¹⁴ ts ɿ ⁴	835	小子	小子	618 615	204 570 952 462 1155 15 945 1174	1366	mand1415
1246	Kunming	boy	nᴀ̃³¹wᴀ³¹wᴀ³¹	n ã ∼ ³¹ w a ³¹ w a ³¹	829	男娃娃	男娃娃	616 617 617	107 1014 1191 1162 462 997 1162 462 997 1162	1366	mand1415
1247	Kunming	boy	xo⁵³ʦɿ⁴⁴	x o ⁵³ ts ɿ ⁴⁴	845	伙子	伙子	632 615	778 887 1185 15 945 1178	1366	mand1415
1248	Kunming	boy	ə³¹ʦɿ⁵³	ə ³¹ ts ɿ ⁵³	825	儿子	儿子	613 615	1022 1162 15 945 1185	1366	mand1415
1249	Shanghai	boy	nø¹³ɕjɔ³⁵nø¹³	n ø ¹³ ɕ j ɔ ³⁵ n ø ¹³	830	男小囡	男小囡	616 618 633	107 1052 1168 204 570 916 1165 107 1052 1168	1366	wuch1236
#
1006	Meixian	breakfast	sət⁵ʦaw⁴⁴	s ə t ⁵ ts a w ⁴⁴	725	食朝	食朝	509 510	89 1022 120 1183 15 997 462 1178	1322	hakk1236
1007	Changsha	breakfast	ʦaw⁴¹fan¹¹	ts a w ⁴¹ f a n ¹¹	727	早饭	早饭	511 512	15 997 462 1177 452 997 107 1169	1322	xian1251
1008	Guiyang	breakfast	ko²¹³ʦa⁴²	k o ²¹³ ts a ⁴²	733	过早	过早	513 511	838 887 1154 15 997 1175	1322	mand1415
1009	Guiyang	breakfast	ʦa⁴²ʦʰan⁵⁵	ts a ⁴² tsʰ a n ⁵⁵	728	早餐	早餐	511 514	15 997 1175 13 997 107 1189	1322	mand1415
1010	Guiyang	breakfast	ʦa⁴²fan²¹³	ts a ⁴² f a n ²¹³	727	早饭	早饭	511 512	15 997 1175 452 997 107 1154	1322	mand1415
1011	Xiamen	breakfast	ʦa⁵³kʰi⁵³tŋ̍	ts a ⁵³ kʰ i ⁵³ t ŋ̍	729	早起顿	早起顿	511 515 516	15 997 1185 820 1076 1185 120 798	1322	minn1241
1012	Xiamen	breakfast	ʦa⁵³ʦʰan⁵⁵	ts a ⁵³ tsʰ a n ⁵⁵	728	早餐	早餐	511 514	15 997 1185 13 997 107 1189	1322	minn1241
1013	Hefei	breakfast	ʦɔ²⁴fæ̃⁵³	ts ɔ ²⁴ f æ̃ ∼ ⁵³	727	早饭	早饭	511 512	15 916 1156 452 1086 1191 1185	1322	mand1415
1014	Jinan	breakfast	ʦɔ⁵⁵fã²¹	ts ɔ ⁵⁵ f ã ∼ ²¹	727	早饭	早饭	511 512	15 916 1189 452 1014 1191 1152	1322	mand1415
1015	Jinan	breakfast	ʦɔ⁵⁵tjã⁵⁵	ts ɔ ⁵⁵ t j ã ∼ ⁵⁵	730	早点	早点	511 517	15 916 1189 120 570 1014 1191 1189	1322	mand1415
1016	Hangzhou	breakfast	ʦɔ⁵³vᴇ̃¹³	ts ɔ ⁵³ v ɛ̃ ∼ ¹³	727	早饭	早饭	511 512	15 916 1185 451 1123 1191 1168	1322	wuch1236
1017	Guangzhou	breakfast	ʦow³⁵ʦʰan⁵⁵	ts o w ³⁵ tsʰ a n ⁵⁵	728	早餐	早餐	511 514	15 887 462 1165 13 997 107 1189	1322	yuec1235
1018	Nanchang	breakfast	ʦɑw²¹³fan²¹	ts ɑ w ²¹³ f a n ²¹	727	早饭	早饭	511 512	15 952 462 1154 452 997 107 1152	1322	ganc1239
1019	Chengdu	breakfast	ʦaw⁵³fan¹³	ts a w ⁵³ f a n ¹³	727	早饭	早饭	511 512	15 997 462 1185 452 997 107 1168	1322	mand1415
1020	Taoyuan	breakfast	ʦaw⁵³ʨʰjəŋ¹¹fæ̃⁴⁵	ts a w ⁵³ tɕʰ j ə ŋ ¹¹ f æ̃ ∼ ⁴⁵	731	早清饭	早清饭	511 518 512	15 997 462 1185 199 570 1022 801 1169 452 1086 1191 1181	1322	hakk1236
1021	Shexian	breakfast	ʦɔ³⁵fɛ	ts ɔ ³⁵ f ɛ	727	早饭	早饭	511 512	15 916 1165 452 1121	1322	hui1242
1022	Shexian	breakfast	ʨʰi²¹ʦuʔ²¹	tɕʰ i ²¹ ts u ʔ ²¹	734	吃粥	吃粥	519 520	199 1076 1152 15 868 409 1152	1322	hui1242
1023	Beijing	breakfast	ʦɑw²¹⁴ʂɑŋ⁴fan	ts ɑ w ²¹⁴ ʂ ɑ ŋ ⁴ f a n	732	早上饭	早上饭	511 521 512	15 952 462 1155 705 952 801 1174 452 997 107	1322	mand1415
1024	Beijing	breakfast	ʦɑw²¹⁴tjan²¹⁴	ts ɑ w ²¹⁴ t j a n ²¹⁴	730	早点	早点	511 517	15 952 462 1155 120 570 997 107 1155	1322	mand1415
1025	Kunming	breakfast	ʦɔ⁵³tjɛ̃⁵³	ts ɔ ⁵³ t j ɛ̃ ∼ ⁵³	730	早点	早点	511 517	15 916 1185 120 570 1123 1191 1185	1322	mand1415
1026	Shanghai	breakfast	ʦɔ³⁵ve¹³	ts ɔ ³⁵ v e ¹³	727	早饭	早饭	511 512	15 916 1165 451 1089 1168	1322	wuch1236
#
313	Meixian	cabbage	paw⁴⁴ʦʰoj⁵³	p a w ⁴⁴ tsʰ o j ⁵³	274	包菜	包菜	127 128	291 997 462 1178 13 887 570 1185	774	hakk1236
314	Changsha	cabbage	paw³³ʦʰaj⁵⁵	p a w ³³ tsʰ a j ⁵⁵	274	包菜	包菜	127 128	291 997 462 1161 13 997 570 1189	774	xian1251
315	Guiyang	cabbage	ko⁴²ɕin⁵⁵pɛ²¹	k o ⁴² ɕ i n ⁵⁵ p ɛ ²¹	296	裹心白	裹心白	129 130 131	838 887 1175 204 1076 107 1189 291 1121 1152	774	mand1415
316	Xiamen	cabbage	ko⁵⁵le³⁵ʦʰaj²¹	k o ⁵⁵ l e ³⁵ tsʰ a j ²¹	328	高丽菜	高丽菜	132 133 128	838 887 1189 554 1089 1165 13 997 570 1152	774	minn1241
317	Hefei	cabbage	pu²¹tʰɯ⁵⁵ʦʰᴇ⁵³	p u ²¹ tʰ ɯ ⁵⁵ tsʰ ɛ ⁵³	276	包头菜	包头菜	127 134 128	291 868 1152 138 944 1189 13 1121 1185	774	mand1415
318	Jinan	cabbage	ʨɥã⁵⁵ɕjẽ²¹³ʦʰɛ²¹	tɕ ɥ ã ∼ ⁵⁵ ɕ j ẽ ∼ ²¹³ tsʰ ɛ ²¹	353	卷心菜	卷心菜	135 130 128	200 458 1014 1191 1189 204 570 1090 1191 1154 13 1121 1152	774	mand1415
319	Jinan	cabbage	jaŋ⁴²pej⁴²ʦʰɛ	j a ŋ ⁴² p e j ⁴² tsʰ ɛ	355	洋白菜	洋白菜	136 131 128	570 997 801 1175 291 1089 570 1175 13 1121	774	mand1415
320	Jinan	cabbage	ɥã⁴²pej⁴²ʦʰɛ²¹	ɥ ã ∼ ⁴² p e j ⁴² tsʰ ɛ ²¹	356	圆白菜	圆白菜	137 131 128	458 1014 1191 1175 291 1089 570 1175 13 1121 1152	774	mand1415
321	Hangzhou	cabbage	pɔ³³ɕin³³ʦʰᴇ⁴⁴⁵	p ɔ ³³ ɕ i n ³³ tsʰ ɛ ⁴⁴⁵	275	包心菜	包心菜	127 130 128	291 916 1161 204 1076 107 1161 13 1121 1180	774	wuch1236
322	Guangzhou	cabbage	jɛ²¹ʦʰɔj³³	j ɛ ²¹ tsʰ ɔ j ³³	357	椰菜	椰菜	138 128	570 1121 1152 13 916 570 1161	774	yuec1235
323	Nanchang	cabbage	pɑw⁴²ʦʰaj⁰²	p ɑ w ⁴² tsʰ a j ⁰²	274	包菜	包菜	127 128	291 952 462 1175 13 997 570 1172	774	ganc1239
324	Chengdu	cabbage	ʨɥan⁵³ɕin⁵⁵pe³¹	tɕ ɥ a n ⁵³ ɕ i n ⁵⁵ p e ³¹	354	卷心白	卷心白	135 130 131	200 458 997 107 1185 204 1076 107 1189 291 1089 1162	774	mand1415
325	Chengdu	cabbage	njan³¹xwa⁵⁵pe³¹	n j a n ³¹ x w a ⁵⁵ p e ³¹	358	莲花白	莲花白	139 140 131	107 570 997 107 1162 778 462 997 1189 291 1089 1162	774	mand1415
326	Taoyuan	cabbage	xwej¹¹ʦəʔpaj¹¹	x w e j ¹¹ ts ə ʔ ⁰ p a j ¹¹	359	茴子白	茴子白	141 142 131	778 462 1089 570 1169 15 1022 409 1171 291 997 570 1169	774	hakk1236
327	Shexian	cabbage	kɛ³¹lɛ⁴⁴ʦʰɛ³²⁴	k ɛ ³¹ l ɛ ⁴⁴ tsʰ ɛ ³²⁴	360	甘蓝菜	甘蓝菜	143 144 128	838 1121 1162 554 1121 1178 13 1121 1160	774	hui1242
328	Beijing	cabbage	jɑŋ³⁵paj³⁵ʦʰaj⁵¹	j ɑ ŋ ³⁵ p a j ³⁵ tsʰ a j ⁵¹	355	洋白菜	洋白菜	136 131 128	570 952 801 1165 291 997 570 1165 13 997 570 1186	774	mand1415
329	Kunming	cabbage	ljɛ̃³¹xwᴀ⁴⁴pə³¹	l j ɛ̃ ∼ ³¹ x w a ⁴⁴ p ə ³¹	358	莲花白	莲花白	139 140 131	554 570 1123 1191 1162 778 462 997 1178 291 1022 1162	774	mand1415
330	Shanghai	cabbage	ʨɥø³⁵ɕiŋ⁵³ʦʰe³⁵	tɕ ɥ ø ³⁵ ɕ i ŋ ⁵³ tsʰ e ³⁵	353	卷心菜	卷心菜	135 130 128	200 458 1052 1165 204 1076 801 1185 13 1089 1165	774	wuch1236
#
1428	Meixian	catch a cold	soŋ⁴⁴fuŋ⁴⁴	s o ŋ ⁴⁴ f u ŋ ⁴⁴	963	伤风	伤风	766 767	89 887 801 1178 452 868 801 1178	2184	hakk1236
1429	Changsha	catch a cold	kan⁴¹maw⁵⁵	k a n ⁴¹ m a w ⁵⁵	964	感冒	感冒	768 769	838 997 107 1177 241 997 462 1189	2184	xian1251
1430	Changsha	catch a cold	ʂan³³xoŋ³³	ʂ a n ³³ x o ŋ ³³	963	伤风	伤风	766 767	705 997 107 1161 778 887 801 1161	2184	xian1251
1431	Guiyang	catch a cold	ljaŋ²¹ta⁴²	l j a ŋ ²¹ t a ⁴²	967	凉倒	凉倒	770 771	554 570 997 801 1152 120 997 1175	2184	mand1415
1432	Guiyang	catch a cold	kan⁴²ma²¹³	k a n ⁴² m a ²¹³	964	感冒	感冒	768 769	838 997 107 1175 241 997 1154	2184	mand1415
1433	Xiamen	catch a cold	kwã³⁵tjoʔ	k w ã ∼ ³⁵ t j o ʔ	970	寒着	寒着	772 773	838 462 1014 1191 1165 120 570 887 409	2184	minn1241
1434	Xiamen	catch a cold	kam⁵³mɔ²²	k a m ⁵³ m ɔ ²²	964	感冒	感冒	768 769	838 997 241 1185 241 916 1150	2184	minn1241
1435	Hefei	catch a cold	ʂɑ̃²¹fəŋ²¹	ʂ ɑ̃ ∼ ²¹ f ə ŋ ²¹	963	伤风	伤风	766 767	705 951 1191 1152 452 1022 801 1152	2184	mand1415
1436	Hefei	catch a cold	kæ̃²⁴mɔ⁵³	k æ̃ ∼ ²⁴ m ɔ ⁵³	964	感冒	感冒	768 769	838 1086 1191 1156 241 916 1185	2184	mand1415
1437	Jinan	catch a cold	ʂow²¹ljaŋ⁴²	ʂ o w ²¹ l j a ŋ ⁴²	973	受凉	受凉	774 770	705 887 462 1152 554 570 997 801 1175	2184	mand1415
1438	Jinan	catch a cold	ljaŋ⁴²t͡ʂɔlja	l j a ŋ ⁴² ʈʂ ɔ ⁰ l j a	968	凉着唡	凉着唡	770 773 775	554 570 997 801 1175 699 916 1171 554 570 997	2184	mand1415
1439	Jinan	catch a cold	ʂaŋ²¹³fəŋ²¹³	ʂ a ŋ ²¹³ f ə ŋ ²¹³	963	伤风	伤风	766 767	705 997 801 1154 452 1022 801 1154	2184	mand1415
1440	Jinan	catch a cold	kã⁵⁵mɔ²¹	k ã ∼ ⁵⁵ m ɔ ²¹	964	感冒	感冒	768 769	838 1014 1191 1189 241 916 1152	2184	mand1415
1441	Hangzhou	catch a cold	sɥɑŋ³³foŋ³³	s ɥ ɑ ŋ ³³ f o ŋ ³³	963	伤风	伤风	766 767	89 458 952 801 1161 452 887 801 1161	2184	wuch1236
1442	Hangzhou	catch a cold	kᴇ̃⁵³mɔ¹³	k ɛ̃ ∼ ⁵³ m ɔ ¹³	964	感冒	感冒	768 769	838 1123 1191 1185 241 916 1168	2184	wuch1236
1443	Guangzhou	catch a cold	sœŋ⁵⁵foŋ⁵⁵	s œ ŋ ⁵⁵ f o ŋ ⁵⁵	963	伤风	伤风	766 767	89 1059 801 1189 452 887 801 1189	2184	yuec1235
1444	Guangzhou	catch a cold	kɐm³⁵mow²²	k ɐ m ³⁵ m o w ²²	964	感冒	感冒	768 769	838 986 241 1165 241 887 462 1150	2184	yuec1235
1445	Nanchang	catch a cold	sɔŋ⁴²fuŋ⁴²	s ɔ ŋ ⁴² f u ŋ ⁴²	963	伤风	伤风	766 767	89 916 801 1175 452 868 801 1175	2184	ganc1239
1446	Nanchang	catch a cold	kɵn²¹³mɑw²¹	k ɵ n ²¹³ m ɑ w ²¹	964	感冒	感冒	768 769	838 970 107 1154 241 952 462 1152	2184	ganc1239
1447	Chengdu	catch a cold	saŋ⁵⁵foŋ⁵⁵	s a ŋ ⁵⁵ f o ŋ ⁵⁵	963	伤风	伤风	766 767	89 997 801 1189 452 887 801 1189	2184	mand1415
1448	Chengdu	catch a cold	njaŋ³¹no⁵³	n j a ŋ ³¹ n o ⁵³	969	凉了	凉了	770 776	107 570 997 801 1162 107 887 1185	2184	mand1415
1449	Taoyuan	catch a cold	pʰjəʔ²ʦu⁴⁵lje⁵³	pʰ j ə ʔ ² ts u ⁴⁵ l j e ⁵³	975	拍住咧	拍住咧	777 778 779	264 570 1022 409 1149 15 868 1181 554 570 1089 1185	2184	hakk1236
1450	Taoyuan	catch a cold	səw⁴⁵ljɒ̃¹¹lje⁵³	s ə w ⁴⁵ l j ɒ̃ ∼ ¹¹ l j e ⁵³	974	受凉咧	受凉咧	774 770 779	89 1022 462 1181 554 570 902 1191 1169 554 570 1089 1185	2184	hakk1236
1451	Taoyuan	catch a cold	səw⁴⁵fəŋ¹¹lje⁵³	s ə w ⁴⁵ f ə ŋ ¹¹ l j e ⁵³	972	受风咧	受风咧	774 767 779	89 1022 462 1181 452 1022 801 1169 554 570 1089 1185	2184	hakk1236
1452	Taoyuan	catch a cold	kæ̃⁵³maw⁴⁵lje⁵³	k æ̃ ∼ ⁵³ m a w ⁴⁵ l j e ⁵³	965	感冒咧	感冒咧	768 769 779	838 1086 1191 1185 241 997 462 1181 554 570 1089 1185	2184	hakk1236
1453	Shexian	catch a cold	ɕja³¹fʌ̃³¹	ɕ j a ³¹ f ʌ̃ ∼ ³¹	963	伤风	伤风	766 767	204 570 997 1162 452 957 1191 1162	2184	hui1242
1454	Beijing	catch a cold	ʂɑŋ⁵⁵fəŋ⁵⁵	ʂ ɑ ŋ ⁵⁵ f ə ŋ ⁵⁵	963	伤风	伤风	766 767	705 952 801 1189 452 1022 801 1189	2184	mand1415
1455	Beijing	catch a cold	t͡ʂɑw³⁵ljɑŋ³⁵	ʈʂ ɑ w ³⁵ l j ɑ ŋ ³⁵	971	着凉	着凉	773 770	699 952 462 1165 554 570 952 801 1165	2184	mand1415
1456	Kunming	catch a cold	ʂᴀ̃⁴⁴foŋ⁴⁴	ʂ ã ∼ ⁴⁴ f o ŋ ⁴⁴	963	伤风	伤风	766 767	705 1014 1191 1178 452 887 801 1178	2184	mand1415
1457	Kunming	catch a cold	lə̃⁵³t͡ʂo³¹lə⁵³	l ə̃ ∼ ⁵³ ʈʂ o ³¹ l ə ⁵³	977	冷着了	冷着了	780 773 776	554 1020 1191 1185 699 887 1162 554 1022 1185	2184	mand1415
1458	Shanghai	catch a cold	sɑ̃⁵³foŋ⁵³	s ɑ̃ ∼ ⁵³ f o ŋ ⁵³	963	伤风	伤风	766 767	89 951 1191 1185 452 887 801 1185	2184	wuch1236
1459	Shanghai	catch a cold	kø³⁵mɔ¹³	k ø ³⁵ m ɔ ¹³	964	感冒	感冒	768 769	838 1052 1165 241 916 1168	2184	wuch1236
#
2400	Meixian	cheap	pʰjen¹¹ŋin¹¹	pʰ j e n ¹¹ ŋ i n ¹¹	246	便宜	便宜	1242 1243	264 570 1089 107 1169 801 1076 107 1169	1887	hakk1236
2401	Changsha	cheap	pjẽ¹³i	p j ẽ ∼ ¹³ i	246	便宜	便宜	1242 1243	291 570 1090 1191 1168 1076	1887	xian1251
2402	Guiyang	cheap	pʰjan²¹i²¹³	pʰ j a n ²¹ i ²¹³	246	便宜	便宜	1242 1243	264 570 997 107 1152 1076 1154	1887	mand1415
2403	Guiyang	cheap	ɕjaŋ⁵⁵in⁵⁵	ɕ j a ŋ ⁵⁵ i n ⁵⁵	247	相应	相应	1244 1245	204 570 997 801 1189 1076 107 1189	1887	mand1415
2404	Xiamen	cheap	sjɔk⁵	s j ɔ k ⁵	249	俗	俗	1246	89 570 916 838 1183	1887	minn1241
2405	Xiamen	cheap	pan³⁵gi³⁵	p a n ³⁵ ɡ i ³⁵	246	便宜	便宜	1242 1243	291 997 107 1165 831 1076 1165	1887	minn1241
2406	Hefei	cheap	ʨʰjɔ²⁴	tɕʰ j ɔ ²⁴	250	巧	巧	1247	199 570 916 1156	1887	mand1415
2407	Jinan	cheap	pʰjã⁴²i	pʰ j ã ∼ ⁴² i	246	便宜	便宜	1242 1243	264 570 1014 1191 1175 1076	1887	mand1415
2408	Hangzhou	cheap	bjᴇ̃²¹³ȵi²¹³	b j ɛ̃ ∼ ²¹³ nʲ i ²¹³	246	便宜	便宜	1242 1243	257 570 1123 1191 1154 101 1076 1154	1887	wuch1236
2409	Guangzhou	cheap	pʰɛŋ²¹	pʰ ɛ ŋ ²¹	251	平	平	1248	264 1121 801 1152	1887	yuec1235
2410	Nanchang	cheap	pʰjɛn²⁴i⁰⁴	pʰ j ɛ n ²⁴ i ⁰⁴	246	便宜	便宜	1242 1243	264 570 1121 107 1156 1076 1173	1887	ganc1239
2411	Chengdu	cheap	pʰjan³¹ȵi³¹	pʰ j a n ³¹ nʲ i ³¹	246	便宜	便宜	1242 1243	264 570 997 107 1162 101 1076 1162	1887	mand1415
2412	Chengdu	cheap	ɕjaŋ⁵⁵in⁵⁵	ɕ j a ŋ ⁵⁵ i n ⁵⁵	248	相因	相因	1244 1249	204 570 997 801 1189 1076 107 1189	1887	mand1415
2413	Taoyuan	cheap	ʨje⁴⁵	tɕ j e ⁴⁵	252	贱	贱	1250	200 570 1089 1181	1887	hakk1236
2414	Taoyuan	cheap	pʰje¹¹i⁴⁵	pʰ j e ¹¹ i ⁴⁵	246	便宜	便宜	1242 1243	264 570 1089 1169 1076 1181	1887	hakk1236
2415	Shexian	cheap	pʰe⁴⁴ni⁴⁴	pʰ e ⁴⁴ n i ⁴⁴	246	便宜	便宜	1242 1243	264 1089 1178 107 1076 1178	1887	hui1242
2416	Shexian	cheap	ʨʰjɔ³⁵	tɕʰ j ɔ ³⁵	250	巧	巧	1247	199 570 916 1165	1887	hui1242
2417	Beijing	cheap	pʰjan³⁵i³	pʰ j a n ³⁵ i ³	246	便宜	便宜	1242 1243	264 570 997 107 1165 1076 1158	1887	mand1415
2418	Kunming	cheap	ɕjᴀ̃⁴⁴ĩ⁴⁴	ɕ j ã ∼ ⁴⁴ ĩ ∼ ⁴⁴	248	相因	相因	1244 1249	204 570 1014 1191 1178 1078 1191 1178	1887	mand1415
#
383	Meixian	chicken	ke⁴⁴ma¹¹	k e ⁴⁴ m a ¹¹	384	鸡嫲	鸡嫲	171 172	838 1089 1178 241 997 1169	1318	hakk1236
384	Changsha	chicken	ʨi³³po¹³	tɕ i ³³ p o ¹³	385	鸡婆	鸡婆	171 173	200 1076 1161 291 887 1168	1318	xian1251
385	Guiyang	chicken	ʦɿ⁴²ʨi⁵⁵	ts ɿ ⁴² tɕ i ⁵⁵	391	子鸡	子鸡	174 171	15 945 1175 200 1076 1189	1318	mand1415
386	Guiyang	chicken	ʦʰa⁴²ʨi⁵⁵	tsʰ a ⁴² tɕ i ⁵⁵	392	草鸡	草鸡	175 171	13 997 1175 200 1076 1189	1318	mand1415
387	Guiyang	chicken	mu⁴²ʨi⁵⁵	m u ⁴² tɕ i ⁵⁵	393	母鸡	母鸡	176 171	241 868 1175 200 1076 1189	1318	mand1415
388	Xiamen	chicken	kwe⁵⁵bu	k w e ⁵⁵ b u	386	鸡母	鸡母	171 176	838 462 1089 1189 257 868	1318	minn1241
389	Xiamen	chicken	kwe⁵⁵nwa²²	k w e ⁵⁵ n w a ²²	387	鸡僆	鸡僆	171 177	838 462 1089 1189 107 462 997 1150	1318	minn1241
390	Hefei	chicken	məŋ²⁴ʦɿ²¹	m ə ŋ ²⁴ ts ɿ ²¹	393	母鸡	母鸡	176 171	241 1022 801 1156 15 945 1152	1318	mand1415
391	Hefei	chicken	lɔ²⁴məʦɿ²¹	l ɔ ²⁴ m ə ⁰ ts ɿ ²¹	394	老母鸡	老母鸡	178 176 171	554 916 1156 241 1022 1171 15 945 1152	1318	mand1415
392	Jinan	chicken	mu⁵⁵ʨi	m u ⁵⁵ tɕ i	393	母鸡	母鸡	176 171	241 868 1189 200 1076	1318	mand1415
393	Jinan	chicken	ʦʰɔ⁵⁵ʨi	tsʰ ɔ ⁵⁵ tɕ i	392	草鸡	草鸡	175 171	13 916 1189 200 1076	1318	mand1415
394	Hangzhou	chicken	bo²¹³ʨi	b o ²¹³ tɕ i	390	婆鸡	婆鸡	173 171	257 887 1154 200 1076	1318	wuch1236
395	Guangzhou	chicken	kɐj⁵⁵na³⁵	k ɐ j ⁵⁵ n a ³⁵	388	鸡乸	鸡乸	171 179	838 986 570 1189 107 997 1165	1318	yuec1235
396	Guangzhou	chicken	kɐj⁵⁵hɔŋ³⁵	k ɐ j ⁵⁵ h ɔ ŋ ³⁵	389	鸡项	鸡项	171 180	838 986 570 1189 405 916 801 1165	1318	yuec1235
397	Nanchang	chicken	ʨi⁴²pʰo²⁴	tɕ i ⁴² pʰ o ²⁴	385	鸡婆	鸡婆	171 173	200 1076 1175 264 887 1156	1318	ganc1239
398	Chengdu	chicken	naw⁵³mu⁵³ʨi⁵⁵	n a w ⁵³ m u ⁵³ tɕ i ⁵⁵	394	老母鸡	老母鸡	178 176 171	107 997 462 1185 241 868 1185 200 1076 1189	1318	mand1415
399	Chengdu	chicken	ʨi⁵⁵pʰo³¹	tɕ i ⁵⁵ pʰ o ³¹	385	鸡婆	鸡婆	171 173	200 1076 1189 264 887 1162	1318	mand1415
400	Taoyuan	chicken	ʦʰaw⁵³ʨi¹¹	tsʰ a w ⁵³ tɕ i ¹¹	392	草鸡	草鸡	175 171	13 997 462 1185 200 1076 1169	1318	hakk1236
401	Shexian	chicken	ʨi³¹m̩³⁵	tɕ i ³¹ m̩ ³⁵	386	鸡母	鸡母	171 176	200 1076 1162 235 1165	1318	hui1242
402	Shexian	chicken	ʨi³¹pʰo⁴⁴	tɕ i ³¹ pʰ o ⁴⁴	385	鸡婆	鸡婆	171 173	200 1076 1162 264 887 1178	1318	hui1242
